message,label
ggs,Non-Toxic
destroy building there,Non-Toxic
centurion?,Non-Toxic
team ?,Non-Toxic
2 side...,Non-Toxic
thx htc ...,Non-Toxic
just stay there,Non-Toxic
you will game the game from there,Non-Toxic
ooohh unlucky,Non-Toxic
gg burasque,Non-Toxic
sry,Non-Toxic
letsss go,Non-Toxic
gg,Non-Toxic
???,Non-Toxic
why you dont come here,Non-Toxic
thx cancers!,Insults and Flaming
move your *** bots and kill this t44!,Insults and Flaming
gg,Non-Toxic
Strv S1,Non-Toxic
med???,Non-Toxic
stupid med,Non-Toxic
wtf,Other Offensive Texts
emil,Non-Toxic
slow,Non-Toxic
gj,Non-Toxic
:(,Non-Toxic
su,Non-Toxic
in redline bush,Non-Toxic
most likely,Non-Toxic
"why play, gonna lose anyway",Non-Toxic
ur a disgrace. apologize to bert,Non-Toxic
"hi all, how is the dayy?",Non-Toxic
"I am a sick, all losses",Non-Toxic
stug,Non-Toxic
we shouldnt lose it???,Non-Toxic
let them attack pls,Non-Toxic
150 wake up man!},Non-Toxic
150 is sleeping,Insults and Flaming
kid?,Insults and Flaming
...or a little girl?,Insults and Flaming
1 less no*b,Insults and Flaming
gj,Non-Toxic
go 4 arty,Non-Toxic
go cap????,Non-Toxic
I spot dfrom here,Non-Toxic
try 1 cap?,Non-Toxic
1 hit,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Grille hit me,Non-Toxic
gg,Non-Toxic
sry,Non-Toxic
lynx go,Non-Toxic
..,Non-Toxic
cap 3 quick,Non-Toxic
spg go cap,Non-Toxic
T_T,Non-Toxic
Centaurion ... you noob !!!,Insults and Flaming
serioulsy ?,Non-Toxic
STAY TOGETHER !!!!!!!!!,Non-Toxic
IDIOTS,Insults and Flaming
gg,Non-Toxic
WILL FLANK YOU,Non-Toxic
gg,Non-Toxic
рйййрййп,Non-Toxic
?),Non-Toxic
помогите,Non-Toxic
блять,Insults and Flaming
Разменялись )),Non-Toxic
бат ты такое уебище,Non-Toxic
суперперш забери его,Non-Toxic
найс,Non-Toxic
беру свои слова назад про бата,Non-Toxic
i protect you,Non-Toxic
nice,Non-Toxic
wp guys,Non-Toxic
gg,Non-Toxic
jesus,Insults and Flaming
omfg,Non-Toxic
morons???,Insults and Flaming
T-103???,Non-Toxic
NOOOOOOOOOOBS DIE,Threats
MEGA IDIOTS,Insults and Flaming
gg,Non-Toxic
nicve,Non-Toxic
gg,Non-Toxic
noob team,Insults and Flaming
bots idiots team,Insults and Flaming
go rush,Non-Toxic
why can t help me,Non-Toxic
dcef idiots,Insults and Flaming
vy ste niggerkovia kokoticky,Hate and Harassment
idiots,Insults and Flaming
PUSH,Non-Toxic
cassos lad,Non-Toxic
amx push vk,Non-Toxic
wait,Non-Toxic
nice,Non-Toxic
3 last shells,Non-Toxic
last shell :),Non-Toxic
Megyek,Non-Toxic
niciiice,Non-Toxic
engine destroyd -.-,Non-Toxic
50 sec for repair,Non-Toxic
gg,Non-Toxic
arty,Non-Toxic
stop being dumb,Insults and Flaming
this ide,Non-Toxic
meow,Non-Toxic
tha fuck?,Other Offensive Texts
most mentally insane wot player,Insults and Flaming
sane*,Non-Toxic
steyr go,Non-Toxic
gg :),Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
exelent spotter,Non-Toxic
Im Spotted at K6!,Non-Toxic
...,Non-Toxic
Im Spotted at K6!,Non-Toxic
Im Spotted at K6!,Non-Toxic
"BombSitekv100 (UDES 15/16), you are blocking my target!",Non-Toxic
Im Spotted at K7!,Non-Toxic
fuck you concept 1,Insults and Flaming
i fucking help you and you let me alone fucking useless moron,Insults and Flaming
gg,Non-Toxic
gj arty,Non-Toxic
come,Non-Toxic
good job,Non-Toxic
stuyg,Non-Toxic
nice joob,Non-Toxic
gj guys,Non-Toxic
next shit team,Non-Toxic
time to leave you assholes,Insults and Flaming
good luck team,Non-Toxic
thx bois,Non-Toxic
more than 2 valley would be nice,Non-Toxic
"my bussy is warm, i promise",Insults and Flaming
come with me,Non-Toxic
268 come over my butt,Non-Toxic
cc lets push when you reloaded,Non-Toxic
arty bad place I think,Non-Toxic
rip,Non-Toxic
"good job idiots, just sit back",Insults and Flaming
you guys in the valley are idiots,Insults and Flaming
it was 4v5 valley and we won,Non-Toxic
wym?,Non-Toxic
3 vz 4,Non-Toxic
arty in base,Non-Toxic
niceee,Non-Toxic
great job really,Non-Toxic
ggs,Non-Toxic
gg,Non-Toxic
e 100,Non-Toxic
gg,Non-Toxic
no cap,Non-Toxic
"icebreaker8425 (EMIL 1951), you are blocking my target!",Non-Toxic
no cap,Non-Toxic
fu nashorn looser,Insults and Flaming
run idiot,Insults and Flaming
!,Non-Toxic
is,Non-Toxic
IS GO IN CAP CIRCLE,Non-Toxic
Viktor - first time in wot?,Insults and Flaming
ho ri shit,Insults and Flaming
it is ugly,Other Offensive Texts
cobra you werre reloasding and moivd forward??? wtf,Insults and Flaming
"Ho Ri, are you being spotted?",Non-Toxic
push up and cover me,Non-Toxic
jesus yall suck,Insults and Flaming
gg,Non-Toxic
wtf,Other Offensive Texts
lol rip FV,Non-Toxic
gg,Non-Toxic
wtf 3 light,Insults and Flaming
gg,Non-Toxic
wtf,Other Offensive Texts
1 dagmeg 4 no dagmeg grat wg dog,Insults and Flaming
retard,Non-Toxic
Help!,Non-Toxic
gummy bears our turning are kids gay,Hate and Harassment
thought they gave ya the shits,Insults and Flaming
the GAY shits,Hate and Harassment
prove me rong,Non-Toxic
"Well, can‘t argue with that logic",Non-Toxic
"if you‘re shit is rainbow, see a doc",Insults and Flaming
"nope, im too smrt",Non-Toxic
need arty on the enemy LT i will die if i shoot,Non-Toxic
wonderful spotting lhmtv,Non-Toxic
glad youre letting their wt just snipe without consequence,Non-Toxic
or can someone go to E9 and shoot why is no one at E9,Non-Toxic
i spotted the wt auf but no one shot btw,Non-Toxic
gold spaming cheiftans are so fun and balanced,Insults and Flaming
Grille,Non-Toxic
e9 is typical sniping position that no one went lol,Non-Toxic
lol,Non-Toxic
nice teleport,Non-Toxic
gg,Non-Toxic
dafuq,Non-Toxic
turds,Insults and Flaming
nice,Non-Toxic
i kill arty,Non-Toxic
?,Non-Toxic
better just spot mid buddy,Non-Toxic
no arty here,Non-Toxic
arty ?,Non-Toxic
bot,Insults and Flaming
T-832 go !!!!!!!!!!!!!,Non-Toxic
T-832 bot :(,Insults and Flaming
T-832 bot :(,Insults and Flaming
T-832 play idiot !!!!!!!!!!!!!!!,Insults and Flaming
T-832 dick play !!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Insults and Flaming
nice work kartofeliner :),Non-Toxic
T-832 fucked dick !!!!!!!!,Insults and Flaming
what stats STRV,Non-Toxic
wtach stats,Non-Toxic
cap babes,Non-Toxic
T-832 dick bot,Insults and Flaming
go go,Non-Toxic
time,Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
lol,Non-Toxic
1850,Non-Toxic
why the fuck is the scout in the middle of the city,Insults and Flaming
just bad,Non-Toxic
strv,Non-Toxic
grille,Non-Toxic
arty there,Non-Toxic
patton run,Non-Toxic
patton,Non-Toxic
spot thems,Non-Toxic
report our t54,Non-Toxic
he is a bot,Insults and Flaming
report the t54,Non-Toxic
YOU NEED TO BE SPOTTING THE FUCKING 0 LINE T54,Insults and Flaming
report the t54,Non-Toxic
there are 6 tanks 0 lien be careful,Non-Toxic
and their scout is actually scouting,Non-Toxic
instant blacklisted t44,Non-Toxic
t54,Non-Toxic
leo jsut spot,Non-Toxic
spotted,Non-Toxic
arty,Non-Toxic
e50 is there,Non-Toxic
kran can you check if its hill spotting you,Non-Toxic
arty,Non-Toxic
leo you have the go,Non-Toxic
shit,Other Offensive Texts
nice fv,Non-Toxic
good comeback,Non-Toxic
tort gets the hero award,Non-Toxic
gj fv,Non-Toxic
shot came from there,Non-Toxic
run guys,Non-Toxic
gg,Non-Toxic
isiots,Insults and Flaming
GG ******* BOT ARTYS,Insults and Flaming
GG elc,Non-Toxic
good job amx elc bis,Non-Toxic
no time :(,Non-Toxic
and 1 shot,Non-Toxic
arty move,Non-Toxic
go cap,Non-Toxic
arti go,Non-Toxic
"no, to laste",Non-Toxic
to late,Non-Toxic
go,Non-Toxic
its one against 4,Non-Toxic
guys from hill move,Non-Toxic
ggs,Non-Toxic
тт,Non-Toxic
с вами я лучше бы ЕБРа оставил,Non-Toxic
Засвет в квадрате F6!!!,Non-Toxic
ТАТКО,Non-Toxic
Засвет в квадрате G3!!!,Non-Toxic
рви,Non-Toxic
Арта (M53/M55) отстрелялась! По мне :(,Non-Toxic
Засвет в квадрате G1!!!,Non-Toxic
жди,Non-Toxic
Засвет в квадрате F2!!!,Non-Toxic
Арта (M53/M55) отстрелялась! По мне :(,Non-Toxic
арта пт,Non-Toxic
звідки арта,Non-Toxic
Засвет в квадрате B9!!!,Non-Toxic
Засвет в квадрате D9!!!,Non-Toxic
Засвет в квадрате C9!!!,Non-Toxic
team tomatoe,Insults and Flaming
yep,Non-Toxic
first me,Non-Toxic
500 dmg,Non-Toxic
well...got my 4 kills,Non-Toxic
6,Non-Toxic
gsor noob spy bourasque,Insults and Flaming
bye,Non-Toxic
one beer guys,Non-Toxic
good,Non-Toxic
bingo,Non-Toxic
f0,Non-Toxic
kino ebr?,Non-Toxic
debile,Insults and Flaming
is 7,Non-Toxic
spot debils,Insults and Flaming
both unspotted dude,Non-Toxic
gg,Non-Toxic
gj,Non-Toxic
art,Non-Toxic
light here,Non-Toxic
lanser moron go,Insults and Flaming
move,Non-Toxic
GSOR,Non-Toxic
behind us,Non-Toxic
cap,Non-Toxic
"Might as well cap, that thing is invisible",Non-Toxic
camp,Non-Toxic
he killed our arty second ago,Non-Toxic
gg,Non-Toxic
wow team,Non-Toxic
i believe in you e25,Non-Toxic
;-),Non-Toxic
nice one,Non-Toxic
sehr gut,Non-Toxic
keine ahnung wo arty ist,Non-Toxic
da ca,Non-Toxic
e25 unser held :) echt gut gespielt junge,Non-Toxic
haha,Non-Toxic
sa pojebte kokoti,Non-Toxic
is7??????,Non-Toxic
bot?,Insults and Flaming
??,Non-Toxic
play idiot,Insults and Flaming
gj EBR,Insults and Flaming
sorry,Non-Toxic
shoot,Non-Toxic
praise god,Non-Toxic
and his miracles,Non-Toxic
gg,Non-Toxic
"gg, thanks for carry :))",Non-Toxic
all good?,Non-Toxic
#ERROR!,Non-Toxic
"Swilter[_BNN_] (Черчилль III), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
all report this kv 1 ****,Insults and Flaming
gl hf,Non-Toxic
gg,Non-Toxic
idiot,Insults and Flaming
"ts,",Non-Toxic
let the arta work bois,Non-Toxic
is m afk??,Non-Toxic
ism go,Non-Toxic
lol missed,Non-Toxic
me to,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
yeeee lost,Other Offensive Texts
nothing in thge city,Non-Toxic
move,Non-Toxic
.i.,Non-Toxic
nice gameplay tvp,Non-Toxic
loosing for sure,Non-Toxic
gg,Non-Toxic
15 1 lol,Non-Toxic
nice,Non-Toxic
sheise,Non-Toxic
ne serii marko,Non-Toxic
nemoj ti da jedes,Non-Toxic
i tried,Non-Toxic
go cap both,Insults and Flaming
he i slow,Non-Toxic
he will defend,Non-Toxic
too slow too cap on 2 tanks,Non-Toxic
gg fluffy,Non-Toxic
gg,Non-Toxic
Im Spotted at A5!,Non-Toxic
cap,Non-Toxic
Im Spotted at F3!,Non-Toxic
ich liebe es wie wot einen nur noch verarscht mit seinen fakegamer,Insults and Flaming
progg...,Non-Toxic
arty a3,Non-Toxic
N1,Non-Toxic
gj,Non-Toxic
ща я только на нее телепортируюсб и сразу же захвачу,Non-Toxic
прикрытие идеальное,Non-Toxic
хоть в бой с вами))),Non-Toxic
Hummel hit me,Non-Toxic
ты пидар,Hate and Harassment
сука,Insults and Flaming
2 раза голдою не пробив,Non-Toxic
едь блядь,Insults and Flaming
пнх,Non-Toxic
так там твоя мадам болтается за пару гривен,Insults and Flaming
занято там,Non-Toxic
))),Non-Toxic
так дурачком і подохнеш),Insults and Flaming
ога,Non-Toxic
Засвет в квадрате B5!!!,Non-Toxic
Засвет в квадрате A3!!!,Non-Toxic
Засвет в квадрате A3!!!,Non-Toxic
gg,Non-Toxic
ty,Non-Toxic
side no pen‘,Non-Toxic
ok,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
oaiiallaahalamana,Non-Toxic
AMX 40 vs BT-7 ! :-) super WoT !,Non-Toxic
where ?,Non-Toxic
THX noobs ! :-),Insults and Flaming
win ! :-),Non-Toxic
only 3,Non-Toxic
join me please,Non-Toxic
lol,Non-Toxic
or as you wish,Non-Toxic
maybe protect base,Non-Toxic
AT-2 maybe on K-2,Non-Toxic
cap,Non-Toxic
come to me,Non-Toxic
cap T78 ?,Non-Toxic
wow,Non-Toxic
platoon 2x BZ so funny,Non-Toxic
omg heavy no sleep,Non-Toxic
senlac,Non-Toxic
....,Non-Toxic
blibd fire the udes,Non-Toxic
and skorpion,Non-Toxic
king tiger rigging,Non-Toxic
magic tanks buy WOT vanishing in front of you ... gess they are WOT pet,Non-Toxic
load HE and it is ez,Non-Toxic
:(,Non-Toxic
ram him,Non-Toxic
t100 how about you go spot?,Non-Toxic
Im Spotted at F4!,Non-Toxic
Im Spotted at F4!,Non-Toxic
thx for blocking me,Non-Toxic
foch use your hp,Non-Toxic
load he,Non-Toxic
is it so hard,Non-Toxic
come on,Non-Toxic
fucking T-29,Insults and Flaming
shot you mother ass dement t-29,Insults and Flaming
arty,Non-Toxic
pls counter,Non-Toxic
"Darus72[M-Y-M] (60TP), you are on my line of fire! Get off!",Non-Toxic
dont die like fucktards,Insults and Flaming
Bishop hit me,Non-Toxic
let me kill 6 pls?,Non-Toxic
invite for medal,Non-Toxic
gg,Non-Toxic
unbelievable,Non-Toxic
sorry 705,Non-Toxic
Lorr. 155 50 hit me,Non-Toxic
gj type 59,Non-Toxic
literally one man army,Non-Toxic
lowe chuuuj,Non-Toxic
hx noob,Insults and Flaming
cap or ...,Non-Toxic
lowe chuuuj,Insults and Flaming
better not :),Non-Toxic
"cap, make them panic",Non-Toxic
ty,Non-Toxic
hill or death,Non-Toxic
lol curious for say gl,Non-Toxic
gj,Non-Toxic
ТЛ 7 какие американские премеум пт 9 уровня,Non-Toxic
"перший бій, сток",Non-Toxic
ok,Non-Toxic
лесу,Non-Toxic
КАКАЯ ЖЕ СКОТИНА НА ВЗ,Insults and Flaming
ЕБАТЬ ТВОЙ РОТ\,Insults and Flaming
ХУЛИ ТІ ПИДОР СЗАДИ СТОИШЬ?,Insults and Flaming
ЕДЬ БЛЯЯЯЯ,Insults and Flaming
ВАФЛИСТ,Insults and Flaming
*********,Other Offensive Texts
stupid team,Insults and Flaming
eagle 7 base win game report team,Non-Toxic
on my way,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
help,Non-Toxic
hi,Non-Toxic
:(,Non-Toxic
thanks bugery you saved me,Non-Toxic
someone help,Non-Toxic
help,Non-Toxic
why,Non-Toxic
i ahte my life,Other Offensive Texts
i hate my life rn,Other Offensive Texts
cool,Non-Toxic
TO STAY IN ONE PLACE WHEN NOBODY WANT BUT CAN HELP YOU MOVE,Non-Toxic
BC YOU STAYING ON YOU R LEFT SIDE,Non-Toxic
ITS COOL?,Non-Toxic
ALL GAME DONT MOVE,Non-Toxic
lights very useless,Insults and Flaming
sory,Non-Toxic
ebr,Non-Toxic
I‘ve been spotted in F3!,Non-Toxic
grile go,Non-Toxic
I‘ve been spotted in H4!,Non-Toxic
report T80 bot,Insults and Flaming
Report all Coward and Loser N9ing,Insults and Flaming
Report all Coward and Loser N9ing !!!,Insults and Flaming
Report all Coward and Loser N9ing !!!!,Insults and Flaming
gg,Non-Toxic
why e,Non-Toxic
my bad,Non-Toxic
shit team,Insults and Flaming
culdnt een get across the rier,Non-Toxic
this terrible team,Insults and Flaming
watch for there arty,Non-Toxic
warch out,Non-Toxic
whered he shoot from,Non-Toxic
it ees what it eesd,Non-Toxic
im guessing he didnt leave area behind base,Non-Toxic
you got this,Non-Toxic
im scared,Non-Toxic
ohg shit,Other Offensive Texts
fuck,Other Offensive Texts
sorry guys,Non-Toxic
omg,Non-Toxic
great job team,Non-Toxic
&quot;team&quot;,Non-Toxic
great support guys,Non-Toxic
thx,Non-Toxic
nice teamwork,Non-Toxic
gdzie?,Non-Toxic
sory,Non-Toxic
"Kevitte_1 (T32), you‘re blocking my line of fire!",Non-Toxic
ty,Non-Toxic
gg,Non-Toxic
u can do it,Non-Toxic
can i have help,Non-Toxic
thanks campers for throwing the game,Non-Toxic
gg,Non-Toxic
Meds?,Non-Toxic
type bewege dich du camper,Non-Toxic
Thanks all fu campers loser,Insults and Flaming
Danke Type das ich deinen Job gemacht habe... du dummer Flackhelfer,Insults and Flaming
omg Progetto..really? td spotted for you?,Non-Toxic
peinlich,Non-Toxic
progetto spote mal bissel was,Non-Toxic
reported..,Non-Toxic
nice,Non-Toxic
is bestimmt ein ebay acc,Non-Toxic
wt legend,Non-Toxic
Wt nice job,Non-Toxic
arty,Non-Toxic
bounc on t95,Non-Toxic
wt will deal with t95,Non-Toxic
fking erng,Insults and Flaming
gg,Non-Toxic
losers again,Insults and Flaming
yes like you,Non-Toxic
gg losers,Insults and Flaming
I SAID,Non-Toxic
8k xd,Non-Toxic
1,Non-Toxic
nice!,Non-Toxic
gg,Non-Toxic
spot,Non-Toxic
Засвет в квадрате A0!!!,Non-Toxic
im out of xp guys cant push,Non-Toxic
strv use your hp,Non-Toxic
yeah,Non-Toxic
we will all support,Non-Toxic
gsor you have some to :D,Non-Toxic
lets go!!!1,Non-Toxic
gg,Non-Toxic
I‘ve been spotted in G4!,Non-Toxic
I‘ve been spotted in B1!,Non-Toxic
Im Spotted at H4!,Non-Toxic
omfg,Non-Toxic
Im Spotted at H6!,Non-Toxic
Im Spotted at K6!,Non-Toxic
isu 152k is there,Non-Toxic
go iron arnie,Non-Toxic
Im Spotted at K6!,Non-Toxic
Im Spotted at J6!,Non-Toxic
Im Spotted at K8!,Non-Toxic
Im Spotted at J8!,Non-Toxic
Im Spotted at K8!,Non-Toxic
Im Spotted at H8!,Non-Toxic
Im Spotted at H0!,Non-Toxic
Im Spotted at E8!,Non-Toxic
Im Spotted at C0!,Non-Toxic
Im Spotted at B8!,Non-Toxic
gg,Non-Toxic
1 scout to determine the outcome,Non-Toxic
help 1/2 win we flank hill,Non-Toxic
no,Non-Toxic
yo wait hill,Non-Toxic
ill be there in 2 min,Non-Toxic
:(,Non-Toxic
wake up arty,Non-Toxic
another rigged game,Other Offensive Texts
god dam i,Non-Toxic
no help,Non-Toxic
why would you drive in front of a turretless tank?,Non-Toxic
i did not i lost track stupid,Insults and Flaming
nice,Non-Toxic
ggg,Non-Toxic
i scout a bit,Non-Toxic
i hope,Non-Toxic
damn he got good cammo,Non-Toxic
sry,Non-Toxic
move,Non-Toxic
go help team !!!,Non-Toxic
WZ goł,Non-Toxic
TD WZ pls move !!,Non-Toxic
progetto go help cap,Non-Toxic
omg...,Non-Toxic
wz wtf u doing???!!!,Insults and Flaming
nice nice,Non-Toxic
..,Non-Toxic
твп меняй,Non-Toxic
не эта карта,Non-Toxic
два дебила поедут на крышу,Insults and Flaming
смотреть как мы сливаемся в меньшинстве,Non-Toxic
это лютое везение,Non-Toxic
что враги ещё большие раки,Insults and Flaming
useless botchat,Insults and Flaming
and cuntpanze,Non-Toxic
toptier mt faggots,Hate and Harassment
mad cause bad,Non-Toxic
:D,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Progeto an u spoet?,Non-Toxic
TOLLES mOD:,Non-Toxic
sure,Non-Toxic
l1p,Non-Toxic
is 3 noob,Insults and Flaming
stb1,Non-Toxic
t50 hide ;C,Non-Toxic
gg,Non-Toxic
hello poland,Non-Toxic
FU polak noob,Insults and Flaming
why polaks cannot read a map ?,Hate and Harassment
50tp will you move from there,Non-Toxic
50tp from poland,Non-Toxic
OK,Non-Toxic
lol,Non-Toxic
lol,Non-Toxic
you guys aim like kids,Insults and Flaming
lmao that bC,Non-Toxic
all I can do is track ‘em,Non-Toxic
becus you suk,Insults and Flaming
lol,Non-Toxic
yay!,Non-Toxic
manti pls spot,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
gg,Non-Toxic
"thanks guys, gg",Non-Toxic
GG,Non-Toxic
gg,Non-Toxic
su,Non-Toxic
no cap pls,Non-Toxic
damn coward always,Insults and Flaming
why always play with coward ... tell me whyu,Insults and Flaming
gj ebr,Non-Toxic
2 idiot scouts,Insults and Flaming
ebr move bro move,Non-Toxic
fck youd,Insults and Flaming
fcck you moron dfck you,Insults and Flaming
let move fcckinh moron after ı am die,Insults and Flaming
gg,Non-Toxic
gg,Non-Toxic
bot,Insults and Flaming
what,Non-Toxic
xd,Non-Toxic
:),Non-Toxic
H8 idiots reported!!!!!!!!!!!!!!!,Insults and Flaming
report bots H8,Insults and Flaming
all report two idiots on hill,Insults and Flaming
man u have how high wn8?,Non-Toxic
we defend,Non-Toxic
wtf,Other Offensive Texts
"yes retard,. this is not defend map",Insults and Flaming
now we can push i think,Non-Toxic
#ERROR!,Non-Toxic
man,Non-Toxic
we was down,Non-Toxic
"only you all the time defend,.. retard",Non-Toxic
gg,Non-Toxic
nice,Non-Toxic
nice 3.5k spotting,Non-Toxic
hate this bz imba,Insults and Flaming
